COMPLAINT_ID	DATE	PRODUCT_ID	ISSUE_ID	cleaned_text
3170635	03/05/2019	44	16	adastra violat fcra fdca valid item requir timefram . ask valid debt , verif debt . verif compani continu provid third parti debt collector subject valid debt . adastra provid 1 page letter balanc due , provid document request valid debt . request debt valid , never respons valid request , continu receiv balanc statement . repeat investig never complet document request never sent . request initi valid debt includ relev account number ( ) well specif inform compliant reason investig . item origin contract bilater contract contain origin signatur well parti origin signatur , proof debt origin social secur number address proper identif full audit compliant account balanc adastra claim due , proof author collect debt , agreement alleg origin creditor ? inform compani admit send ; valid compliant . ad astra , yet forward follow inform , request origin request investig .
3170634	03/05/2019	44	106	friday xx/xx/xxxx , receiv call . told collect old bill . said owe { $ 1600.00 } past bill . told file bankruptci . proceed tell accept bankruptci settlement would still pay . { $ 800.00 } { $ 900.00 } settlement offer . told would talk lawyer . , . monday xx/xx/xxxx , receiv sever call xxxx ' processor claim garnish serv place employ . time would call back , got voic mail . final , last time call , told legal depart call back . got follow inform . phone - address - , ct receiv inform mr. yesterday xx/xx/xxxx , ( 15 hour ago ) / - xx/xx/xxxx - 19 post - 18 author say go garnish fund titl loan never took take us court wire fraud clue scam ... / 10 post xx/xx/xxxx / 20 post xx/xx/xxxx result : number . compani start . , va
3168731	03/04/2019	75	241	situat : obtain loan upstart.com . set loan payment ad primari bank account . account use recur payment . littl year , payment made time , need close account transit anoth bank . , go upstart add new account add new account . run problem . accord upstart 3 way add new bank account . first , log bank usernam pw site . unfortun , sinc bank small bank upstart 's system compat . second , upload check . n't use check none associ account . third , small deposit method . ' enter routing/account number , place small deposit account , confirm . first two option n't work , chose . howev , glitch system . matter mani time enter info get error messag . acknowledg third method work . first two option , reason state , work . call ask add account manual . say imposs . find ridicul . first , difficult add bank account major creditor . believ compani intent make difficult . current account close next month liter way make payment account . readi , will , abl make payment . wo n't let . , cours , report late payment credit charg fee . outrag . appear make difficult purpos . pleas help .
3168907	03/04/2019	44	50	rcvd call made complaint compani , make complaint rcvd 2 call compani spoke ladi . first complaint # . 3rd call call direct instead get call get transfer . lie name act review 2 previous call go help make complaint . 3 phone call record . compani tri hard deceiv bulli peopl call .
3168622	03/04/2019	44	52	repres rude use abus languag receptionist , talk receptionist rude unprofession . told repres line revok permiss contact list number . said n't care continu harass phone . ask call . claim record line . said record . occur xx/xx/2019 - .
3167992	03/03/2019	44	16	written sever time ask valid proof appli payday loan gotten assist matter respons time manner . ask account valid show sign contract account law valid ask account remov credit report discontinu collect attempt report .
3167746	03/03/2019	44	349	check credit report & notic derogatori mark credit report midwest recoveri system concern unpaid loan amount { $ 1400.00 } . state origin creditor . recal loan xx/xx/2015 & never receiv letter phone call ad credit report . request verif immedi remov credit report .
3167273	03/02/2019	75	137	xx/xx/xxxx 2 men show door sold vacuum . use predatori lean practic feel financ 36 month rate month thru bank call compani . fill total sale price box bank contract ive read feder truth lend law . xx/xx/xxxx sent email show loan compani contract fill proper . respons acknowledg fill wrong still wont let loan . also men show sell gave number bill sale never work . copi everyth
3167429	03/02/2019	44	350	nation credit adjust start call around xx/xx/2019 regard debt bought . advis receiv account xx/xx/2019 . sinc call everyday , twice per day , even speak advis work call back later . per , fdcpa make contact per day . ask would go credit told know tri strong arm pay . never receiv anyth write nation credit adjust advis assum debt . per , fdcpa 30 day disput debt sent letter give 30 day . also , per fdcpa allow demand payment 30 day valid period also suppos advis account got credit . today xx/xx/2019 account credit , without notif , without give 30 day disput period . violat fdcpa mani level .
3167133	03/01/2019	75	295	hello , appli loan face financi difficulti student loan becam due . compani help defer payment . howev , caus payment balloon . fulli awar occur payment increas . send email say option pay loan . howev , call tell exhaust option . pay also say email autom . work know sort filter ceas send email inform custom option option ! find deceit extrem frustrat . would like work becom current . anyth els help . loan charg file bankruptci get noth .
3166570	03/01/2019	44	312	repeat call employ told call anymor . call person cellphon constant . block number call unknown number
3166516	03/01/2019	75	295	, work full time , hope start small busi . offer { $ 10000.00 } loan avant , end lose job & addit issu caus abl maintain payment loan . upon realiz would abl maintain payment contact avant via websit explain situat , attempt creat deal could maintain got back feet & receiv respons . money incom end default loan . cours 6 month . lose job earli xx/xx/xxxx , default xx/xx/xxxx . credit score built time destroy . sinc built score , late payment report negat affect score . current account , good stand year well maintain car loan last month , higher month payment pay .
3166736	03/01/2019	75	241	consolid loan one main financi . xx/xx/xxxx call request due date perman move month . spoke advis would problem . need sign form via e-signatur . immedi . xx/xx/xxxx attempt take money sinc didnt money clear charg { $ 30.00 } bank insuffici fund . call xx/xx/xxxx see happen make sure payment made . branch manag , , oregon rude , condescend help . said wouldnt refund { $ 30.00 } even though mistak . proceed agre one time payment . today , xx/xx/xxxx notic charg twice ( 2 separ transact ) . call spoke even rude time state didnt see charg twice . proceed email screen shot bank statement call right back . advis thing happen would submit revers say hope get money back next 10 day . udaap violat put serious financi issu . need money rent compani essenti take money without author even say get money back
3166038	02/28/2019	75	36	take advantag peopl ! advertis quick small loan . back , thought appli would back agreement came onlin click agre . never receiv anyth said approv , saw { $ 500.00 } deposit account . time , thought would pay back within coupl payment next week payment draft account thought paid time . need quick money . sad , found inquir interest 700 % absolut ridicul take advantag peopl ! dont understand compani even allow busi . want report robberi . end pay { $ 2300.00 } simpl quick loan holiday help appreci . tell go complaint . dont need busi take advantag peopl !
3165474	02/28/2019	44	16	midwest recoveri system , lcc put credit report took loan { $ 520.00 } { $ 700.00 } back 2013 idea talk wrong email address . told midwest recoveri system , lcc , paid loan year stop , way would pay payday lone whole year . midwest recoveri system , lcc continu pursu debt file civil suit , caus lose job thing , need remov credit report .
3165070	02/28/2019	44	50	receiv call around , contact back hear 3rd parti attempt collect . state need contact corpor offic speak head person legal . contact local offic corpor offic indic given account collect sent anoth compani . contact verifi case inform might deal fraud . spoke director unit issu , request person info state give , began call stupid , becam irat . inform alreadi issu id theft activ investig , gentleman call bum hung . hour later receiv receiv call gentleman time person phone number left voicemail state , '' case process , liar , psycho contact offic follow chain titl smart .
3165583	02/28/2019	44	319	compani advanc cash express ( ace ) recov full amount due . case file # handl legal depart ace cash express work ftc , fbi three credit bureaus , may cooper us order resolv case file download case file # court hous . part . part note : ignor email fail take care debt bank account seiz thru major credit bureaus within next seven busi day that co-oper would realli appreci . spoke never money deposit account talk . could never prove said couldnt caus account close month told wasnt true . idea . help would great
3165291	02/28/2019	44	315	xx/xx/2019 debt collector aa recoveri phone # contact hr dept place employ ask speak . repres recoveri state would put 24 hr hold account need go get prepaid card make type payment toward debt would start garnish wage ( illeg state texa ) . person rude threaten . also inform never call place employ
3165929	02/28/2019	44	52	call least 2x day . sent written notic contact attorney file bankruptci . continu call threaten report longer write check said default loan ask stop ach payment . wo n't give mail address
3165503	02/28/2019	44	19	xx/xx/xxxx 2019 , receiv collect letter halst financi servic , llc . letter indic account place , agenc collect . outstand balanc { $ 310.00 } . origin creditor current creditor debt owe , . fraud never appli loan knowledg compani . someon stole identiy appli loan . 's also note never receiv written notif regard loan statement . certain receiv collect letter xx/xx/xxxx/19 . , alreadi report agenc alreadi effect fico score . also file fraud report local polic depart . disput debt compani contact disput collect .
3165612	02/28/2019	75	137	yesterday got phone call state go approv loan . cash central usa mr , number call gather person inform , includ bank login password verif code , promis done test deposit xxxx-xxxx deposit loan . told bank account elig need new account . 'm retti sure scam ident compromis . well person account ...
3164008	02/27/2019	44	18	avant report owe { $ 630.00 } credit report accord websit payment schedul owe { $ 350.00 } therefor avant report incorrect credit report . origin respons state n't pay instal plan promis . found bank statement show actual paid xx/xx/2018 . includ bank statement .
3164733	02/27/2019	44	50	contact today person end phone think name . told serv hour pay debt stop . file fraud charg one cant quit rememb . hung thought scam . husband call call reason . given person inform . idea even marri togeth . read full social secur number . call number back gave threaten , lawsuit differ charg . hung rude phone . call xx/xx/2019 tell need know serv paper . number state suspici . call 4 time matter 2 hour . contact outsid parti case .
3164838	02/27/2019	75	137	receiv `` pre-select '' loan amount avant provid web address go loan approv amount would requir hard credit inquiri . websit state approv { $ 3700.00 } ( ask $ { $ 3500.00 } ) provid loan doc electron signatur subject credit verif ask bank account number next day direct deposit eft month repay . approv sign doc hard inquiri made . ask two year tax return inquiri made . wish provid two year busi person multipag tax return ( 'm self employ also busi partner ) cancel loan applic stuck hard inquiri . feel decept process . provid possibl requir prior fals provid approv loan doc signatur would avoid ding credit report inquiri . compani question : avant , , il
3162748	02/26/2019	44	19	never receiv notic sudden credit monitor compani notifi account report collect . file disput transunion xx/xx/xxxx xx/xx/xxxx transunion notifi creditor alreadi repli debt valid . valid sever reason , one debt purport close 10 year old ; second , victim ident theft payday loan year , third , origin amount disput { $ 300.00 } and.now { $ 2300.00 } purport owe . new creditor tri collect old debt violat various feder law govern debt collect debt collect practic .
3163621	02/26/2019	44	48	xx/xx/xxxx , contact mother concern payday loan took advanc america . left messag voic mail . call back . person spoke proceed tell mother debt , failur pay arrest . mother terrifi . took care debt yesterday . receiv call today xxxxxxxx tell contact mother . ladi call retic provid address name . state address , ga. case number .
3162756	02/26/2019	44	19	never receiv notic sudden credit monitor compani notifi account report collect . file disput xx/xx/ onxx/xx/xxxx notifi creditor alreadi repli debt valid . valid sever reason , one debt purport close 10 year old ; second , victim ident theft payday loan year , third , origin amount disput { $ 300.00 } and.now { $ 2300.00 } purport owe . midwest recoveri system new creditor tri collect old debt violat various feder law govern debt collect debt collect practic .
3162882	02/26/2019	44	16	sent letter state owe debt compani name xx/xx/2019 . xx/xx/2019 respond ask midwest fidel servic verifi debt believ owe compani name . xx/xx/2019 receiv correspond back print non-sign contract name type signatur line . xx/xx/2019 respond back midwest fidel state provid prove debt exist , valid , taken . , name type signatur line , sign , compani list address licens make loan tennesse , amount loan apr 434 % illeg tennesse law . ask compani remov negat list credit report log check credit report list . check tennesse databas midwest fidel servic licens collect debt tennesse websit list applic pend . , tri collect owe , provid sign contract , loan alleg made done foreign compani licens make loan tennesse charg illeg interest rate . also question compani tri collect debt state applic pend yet fulli licens engag practic tennesse .
3163038	02/26/2019	75	271	father receiv financ , green sky financ . pass away executor estat , paid loan receiv bill fact { $ 6.00 } late fee . deceas therefor could n't pay-i paid soon receiv inform . compani refus refund late fee even though deceas unabl inform . soon receiv inform . seem refund loan allow close . go way make thing difficult continu charg fee even though ve sent necessari paperwork xx/xx/2018 . absolut ridicul . also rude harass .
3163400	02/26/2019	75	137	compani call cashnet keep call multipl time day cell phone number call list sinc 2011 ... call xxxx.. sever time day . far today call more ... told one call n't call anymor remov number call list ... assur would prompt hung up.. two hrs later get anoth robo call company.. call back seven eight time ask speak supervisor kept hang up.. ask wrong ... said n't want call phone anymor . said well stop call n't time wast talk . hung up.. call back said compani stop call stop call back . never given compani info . never ask loan harass want press charg compani .
3163432	02/26/2019	75	137	sofi heavili solicit `` pre-approv '' offer loan { $ 50000.00 } . final accept pre-approv submit request document prove ident incom . short discov mean driver 's licens compani deni loan cite inabl verifi incom . work compani well year , compani ask provid addit document even give chanc `` verifi '' incom . call detail descript reason denial repres thought denial reason `` odd '' said direct . person know well qualifi high earn receiv pre-approv `` deni '' mysteri compani ident verifi . strong belief compani discrimin . ask determin incom could `` verifi '' refus releas name agenc consum report agenc base decis . wrong justifi posit releas agenc use make decis proprietari inform , despit fair credit report act specifi otherwis . uneth lend practic lure appli loan product , lead hard inquiri credit prevent secur loan need reput lender .
3162238	02/25/2019	44	319	offic contact xx/xx/2019 thread send counti home . agent phone abus threaten . call back number given .
3161780	02/24/2019	75	241	xx/xx/xxxx call loan depot spoke get address send payoff . given address , , ca . even , place check mail . xx/xx/xxxx check deposit . got phone messag say loan depot need next payment . keep account go collect , pay payment . look situat see account paid , found address told send old servic provid loan depot . cours next 4 month , made sever call compani tri resolv issu . unfortun , neither compani help . final , , final return payment abl send loan depot . loan depot debit account , refus refund extra payment made back . payment would made custom servic repres error .
3161043	02/23/2019	44	48	month someon compromis account made abl pay back lender compani notifi told keep inform what go went work compani sent direct unsecur fax document request inform although fax titl hr manag document never sent human resourc depart sent direct depart violat privaci . notifi compani said part collect procedur
3160775	02/23/2019	44	46	call one refer loan account central time . left messag regard debt . region financ , call refer , .
3160986	02/23/2019	75	271	2017 appli { $ 2500.00 } loan approv rise . awar high interest rate 238.90 % , time need financi assist option . payment due approxim everi 2 week . sinc made approxim 32 payment { $ 230.00 } , sad come { $ 7500.00 } . call today pay loan shock amount gave , { $ 3300.00 } . paid amount , total amount paid { $ 10000.00 } , term loan agreement . appear payment made go interest appli toward princip . read new mexico 's law refer loan { $ 2500.00 } less see compani abl make pay loan agreement . abl retain lawyer look , rout take . would great appreci help/inform could give . sincer ,
3160708	02/23/2019	75	271	previous report acecashexpress deni payment back xx/xx/xxxx . xx/xx/xxxx , send ach revok notic . xx/xx/xxxx withdrew { $ 130.00 } count . set preced deni consum right ! ! !
3160833	02/23/2019	75	241	contact compani numer time updat check account automat withdraw payment . call use chat featur app email . get put hold almost hous get hung . chat dont respond 45 minut . gdt contact keep tell call . call get put hold . n't speak english hang . file complaint money lion lie attempt make look bad . state never contact . keep tri debit old check account result overdraft . correct check account file . blatant refus updat .
3160158	02/22/2019	44	313	collector name compani call contact xx/xx/2019 . told work could call back . said told go take legal action . spoke call mother cell phone work . never given compani mother work phone number . told go file legal action . call back xx/xx/2019 phone number call . said call great mani peopl account . tri speak matter hung . would give name compani call . tell collect account . call speak find sold debt . tri call number gave . put hold told thought collect polici illeg . hung . sent ceas desist order letter .
3159895	02/22/2019	75	271	purchas lawn equip offer appli interest cash thru leas program . highway robberi . , loan come end troubl buy amount . chang excess fess interest everi time tri buy . tri take card line account n't take money websit n't allow that.it make speak repres practic forc go whole buy process . n't buy put month cant afford excess absurd amount fee buy excess , access debit card bank info choic . provid purchas order appli program store . xx/xx/xxxx merchandis purchas . date xx/xx/xxxx collect total . argu demand stop tell file complaint still pay anoth amount buy today . come grand total . dishearten compani allow busi us . help us ! ! !
3160523	02/22/2019	44	48	halst financi call numer time , time day differ number . final answer phone , see call , would identifi . tri receiv inform debt , wasnt realiz compani . person end rude didnt want give verifi inform , request money said debt . began yell becam irat . never issu settl debt , feel matter could handl profession manner .
3160340	02/22/2019	75	295	sign thought financ puppi ct xx/xx/2018 . sign window specif said financ , woman deal appli financ said would make month payment 2 year start date . sticker price dog { $ 2400.00 } . appli financ monterey financi servic approv . woman pet store sign thing quick set . ive make time month payment { $ 220.00 } month ever sinc . last month went check mani payment onlin shock find still { $ 4000.00 } left pay . call monterey financi servic told actual financ dog , leas actual end leas term pay { $ 400.00 } . never told pet store phone appli financ . stuck pet leas top pay end . feel like misl whole process monterey tell miss one payment abl take dog back .
3159515	02/22/2019	75	295	talk western financ last month due date told money issu would take care soon . day xx/xx/2019 . today . came . ask payment alreadi call told would take care soon . want call everyday phone work . car accid 2 half year ago 'm wait settlement . ve tri work come hous . want call everyday . ve done part . want stop harass .
3160248	02/22/2019	44	106	time back obtain payday advanc loan . due financi issu , check like return never contact issu . coupl year later start receiv phone call unknown number say tri locat get process counti . call anyon list possibl associ use public record data util refer list obtain loan , tell action pend counti , make sound like crimin action . ask compani name mail address refus tell , say proceed offic
3158581	02/21/2019	44	16	creditor place derogatori inform credit file least three time chang date amount owe . never receiv notic debt . collect appear credit . time appear credit disput remov . year ago remov disput cb 's . last year receiv phone call agent midwest recoveri tri verifi debt . let know account belong . state see 's disput . told account hung . next day got alert state new collect item { $ 600.00 } . could disputi cb 's remov within week . recent xx/xx/19 place credit { $ 900.00 } . compani differ amount . file disput cb 's . need inform prevent compani put derogatori item credit especi without notif debt .
3159196	02/21/2019	75	137	today , xx/xx/2019 , , , receiv envelop . clear address window word `` payabl '' follow name address . open curios . solicit take loan . upon read , check live cashabl . term instal loan would apr 44.99 % two year , { $ 2000.00 } loan . pictur origin document . think would qualifi predatori decept .
3158999	02/21/2019	75	241	borrow agre payment agreement due loan shark activ small amount . tri make pay dollar .will will find affair resolut exorbit amount interest ask truli let known done due lack resours request help
3158824	02/21/2019	75	295	two year ago respond offer lend club took debt consolid loan . payment { $ 950.00 } time seem like good way quick pay debt . unfortun wife becam could work . appli social secur take year get . nevertheless , kept payment . last summer becom difficult make payment pay health care care son . contact compani explain ask could reamort loan would repay entir amount wife 's award came . refus say someth . continu make payment could longer . outstand balanc time around { $ 10000.00 } . sent loan collect , one month , spoke , respons `` bad '' got lend club . comprehend , given circumst , would reamort loan . mani lender actual forgiv signific portion entir loan strike sought reamort .
3158578	02/21/2019	44	318	alreadi taken care debt . sold compani red cedar associ get threat phone call need ceas desist .
3157827	02/20/2019	44	48	call repeat time . week far , phone captur . also threaten take court .
3156651	02/20/2019	44	317	contact repres inform collect debt . first call work number , advis could receiv call work , repres advis would note file , yet took legal action would abl call place employ . speak re-pay option repres inform submit payment current month would su wage garnish . threat legal action use harass threaten make payment term call . never receiv initi notif compani take collect amount owe account . spoke wife , call speak account repres call earlier , ask agent contact account standard collect legal collect . repres adam confirm legal action taken current , even though threaten garnish wage prior call . wife ask purchas debt collect behalf origin creditor , inform compani collect behalf pay day loan compani . wife ask valid debt verifi right collect amount owe . even though deni owe account , repres advis wife legal disclosur call record debt collector . along abus harass threat legal action make set payment agreement comfort make could commit pay without place famili finiaci harm .
3158013	02/20/2019	44	320	compani contact sister around xx/xx/2019 . repres rude said better ( ) contact us go sue . call number back numer time tri find compani actual . left voicemail didnt state compani call . call back , kept go voicemail . final got live person ask supervisor . put hold around 4 minut , ladi tri locat account couldnt find . final found didnt verifi speak didnt ask last four social secur number . state last four social . explain aloud nice still didnt get proper person inform discuss account .
3158354	02/20/2019	44	48	financ compani keep repeat call work even though told receiv phone call job pleas stop .
3157544	02/20/2019	75	295	payment plan law firm debt owe make payment law firm went ahead garnish bank account owe taken 100 percent wage left noth live
3155625	02/19/2019	44	351	xx/xx/xxxx , daughter told check state control 's offic websit , sco.ca.gov five new thing say owe money compani call lendup , went websit check found . find total illeg done , use govern websit ruse get peopl call think owe money . paid loan three year ago owe noth assum either part lawsuit overpaid - someth illeg tactic use . busi contact inform : flurish inc. dba lendup custom servic , ca ( ) type properti : refund due cash report : { $ 100.00 } share report : 0 name secur report : date report : xx/xx/xxxx date last contact : xx/xx/xxxx
3157173	02/19/2019	75	264	receiv check mail { $ 800.00 } . check could deposit bank call number get verif number . activ check ... .call , spoke ladi gave addit inform ask . deposit check next day . 2 day later check bank check return state problem endors . call , could find answer , talk bank , confus return check . corpor offic call say sorri mistak part . gave reason . told would get person inform mine come store give get check reissu . way . sound funni . sound like 's way run busi . make { $ 1200.00 } overdraft bank . ca n't pay bill ... intend complain everyon . definit scam .
3156950	02/19/2019	75	271	receiv small busi loan . loan secur hous collater . acquir . paid loan . although loan number chang year due bmo acquir origin loan never discharg record paid . origin loan still show lien hous 'm tri refin ( bmo current mortgag ) . ve tri contact bmo discharg origin loan . ve made mani phone call relat situat least 3 differ peopl . rate lock expir xx/xx/xxxx . ve alreadi lost { $ 1000.00 } due delay close new mortgag might settl higher interest rate cost even money . bmo unrespons situat . last convers friday , xx/xx/xxxx inform person speak could n't help busi loan contact busi lend depart . everyon ve spoken told busi loan . take week 6 phone call bmo tell talk wrong person ? time-sensit issu caus bmo 's incompet neglig discharg loan 6 year ago .
3155356	02/18/2019	75	295	receiv loan one main financi 's , md offic back xx/xx/xxxx . made one payment , xx/xx/xxxx , offer addit amount ad loan , accept . time , unawar initi loan would `` satisfi '' , new loan would open new account , focus think holiday daughter 's birthday approach , 'd abl provid children . told furthermor , first payment addit amount ad would n't due xx/xx/xxxx , plenti time enjoy holiday . tragic , termin employ xx/xx/xxxx , life took drastic turn wors . 's insur program attach loan , ve get conflict inform differ employe one main offic , well one main custom servic center texa . 2 differ insur compani one main use , depend type loan ( describ custom servic rep. ) one , . accord custom servic , account handl , , md offic manag mail form complet submit , compani . told custom servic , rep. said would send correct form submit , wait one month sinc termin employ , heard anyon , md offic . , md offic manag suspend account , speak situat , suspens end xx/xx/xxxx , less month termin , start get call mrs. , md offic . speak morn phone , told borrow money make payment , fear `` lawyer '' take account offic lose control . also told contact state depart , sinc ve unsuccess reach anyon unemploy offic order submit claim . 'm somewhat confus , disori , unorgan , due everyth 's happen sudden .
3155508	02/18/2019	44	52	spous separ contact compani xx/xx/2019 claim mediat compani name . told compani previous take loan call money lion use mediat servic , go take court sue . want verifi last four social secur number refus , also ask compani address , refus verifi . told { $ 780.00 } plus legal fee would make debt total { $ 1500.00 } need pay . told , hung phone . xx/xx/2019 , contact threaten send citat home go court lawyer need contact . , ask give name address , whichth woman got irat phone hung . today xx/xx/2019 , contact husband left autom voicemail say final attempt contact . call back , verifi address email address . time , told need set arrang , name compani . time instead { $ 1500.00 } , said need set payment arrang themfor { $ 780.00 } plus fee { $ 250.00 } , go send citat home within 48 hours.th number repeat left voicemail call
3154761	02/17/2019	44	17	file chapter bankruptci xx/xx/2018 . rise credit loan ( loan # ) amount { $ 4000.00 } includ petit . spite automat stay , rise credit continu collect debt : credit file rise credit continu report loan ( 1 ) current status : `` delinqu , '' ( 2 ) descript remark : `` bad debt/plac collect . '' disput account twice , rise credit keep verifi report accur , violat automat stay afford debtor bankruptci code 11 u.s. code 362. request rise credit updat account languag descriptor file read : `` paid agre '' `` unrat '' `` chapter bankruptci . '' thank .
3154362	02/17/2019	44	101	owe full $ balanc . made payment loan owe 100 $ left borrow . told debt go .
3154159	02/16/2019	75	36	contract statement say late fee charg . 10 day late letter alreadi fee includ . statement say charg 's illeg charg fee day 1 10 day letter . ve also file complaint texa state attorney general offic . debt collect practic inconsist confus . 'm send anoth complain ca sag offic . month payment { $ 810.00 } stay { $ 810.00 } month . see statement 10 day letter alreadi late fee assess . legal bound statement statement `` late fee assess 15 day '' . send 10 day past due notic late fee alreadi assess . ve also reach sofi member seen thing compani .
3154095	02/16/2019	44	16	inquir onlin see qualifi loan compani use car titl collater , decid n't want risk car never pick check cash . call threaten sort unsavori thing
3153265	02/15/2019	44	312	xx/xx/19 collect agenc ( ph : ) contact daughter general manag place employ senior manag place employ contact tell receiv call . put job jeopardi extrem embarrass . contact collect agenc xx/xx/19 talk . told origin compani file judgement againast { $ 2200.00 } . howev , paid { $ 510.00 } would free . refus send anyth write first . transfer someon els told send anyth write would get payoff payment made . believ . need quit call famili place employ .
3153040	02/15/2019	44	349	compani never tri contact regard debt , place credit report without give notic . debt 7 year old pleas remov . go . violat fair credit report act violat fair debt collect practic act account open last payment xx/xx/xxxx .
3153648	02/15/2019	44	18	compani attempt collect debt paid full 2 year ago . debt paid collect agenc 2016. discov compani histori illeg attempt collect debt , fallen victim . tri sever time reach phone re-direct anoth compani name ( phone number ) ask explan list debt collector state debt servic debt . call sever time , leav messag gotten repli back . consum unfair illeg , would like someon investig compani . tri obtain bank statement bank , two year ago debt pay full , process . also file complaint , unfair practic innoc consum .
